#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU71	GS|100.0|KR063490|SH1547475.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU72	GDL|98.8|KY574387|SH1241486.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae
OTU73	GS|98.0|FM999623|SH1548385.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula
OTU74	GSL|100.0|KF928430|SH1635779.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala equina	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala equina	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU75	GS|100.0|MH452230|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae
OTU76	GS|98.9|UDB016144|SH1545228.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius parvannulatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius,s:Cortinarius parvannulatus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius
OTU77	GS|99.3|KP889368|SH1236680.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU78	GS|100.0|FJ196963|SH1513259.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	No hit
OTU79	GS|100.0|HE820519|SH1502602.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi
OTU80	GS|98.8|KJ869162|SH1614499.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophaeosphaeria,s:Setophaeosphaeria badalingensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophaeosphaeria,s:Setophaeosphaeria badalingensis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU82	GSL|100.0|JF735277|SH1546325.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Ilyonectria,s:Ilyonectria mors-panacis	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Ilyonectria,s:Ilyonectria mors-panacis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Ilyonectria
OTU83	GSL|100.0|MH035699|SH1557165.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudogymnoascus,s:Pseudogymnoascus appendiculatus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudogymnoascus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae,g:Pseudogymnoascus,s:Pseudogymnoascus appendiculatus	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Pseudeurotiaceae
OTU84	GS|99.1|GU306375|NA;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Hemileucoglossum	k:Fungi	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Hemileucoglossum	k:Fungi,p:Ascomycota
OTU86	GS|100.0|KP714654|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora,s:Cadophora orchidicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Cadophora,s:Cadophora orchidicola	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU87	GS|100.0|DQ914698|SH1522506.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara
OTU88	GSL|100.0|MG583945|SH1584791.08FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor hiemalis	k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor	k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor hiemalis	k:Fungi,p:Mucoromycota
OTU89	GS|100.0|JX341402|NA;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU90	GS|97.3|KT244011|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales
OTU91	GS|98.0|MG160050|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe
OTU92	GS|100.0|EU624333|SH1563587.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU93	GS|100.0|KY574364|SH1528317.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula
OTU94	GS|100.0|MH450784|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales
OTU95	GSL|99.6|GQ159853|SH1545222.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius
OTU96	GS|100.0|JN887996|SH1561870.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	No hit
OTU97	GS|97.6|KX222045|NA;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi	k:Fungi,p:Ascomycota
OTU98	US|0.9207|MF483922|NA;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Metazoa,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU99	GS|100.0|KC588585|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Capnobotryella	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Capnobotryella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU100	GSL|100.0|KM519650|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU101	GSL|100.0|GQ203771|SH1511528.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia flanaganii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia,s:Preussia flanaganii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae
OTU102	GS|100.0|KF709562|SH1517597.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae
OTU103	GS|97.1|KP690096|SH1515669.08FU;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum
OTU104	GS|99.5|KP160066|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
OTU105	US|0.8964|JN835208|NA;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota
OTU106	GS|98.9|FJ197021|SH1236085.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Tarzetta	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Tarzetta	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Tarzetta	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Tarzetta
OTU107	SS|1.0000|MF964159|SH1209547.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales
OTU108	GS|99.2|HQ432971|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU109	GS|100.0|MF665620|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina
OTU110	GS|100.0|KX215123|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces stollii	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces stollii	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces
OTU111	GS|97.0|AB986457|SH1565494.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae
OTU112	GS|100.0|KX115997|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU113	GS|99.7|FJ196969|SH1183733.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina
OTU114	GS|100.0|KT268583|SH1564532.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU115	GS|100.0|JX353836|NA;k:Fungi,p:Chytridiomycota	k:Fungi	k:Fungi	k:Fungi,p:Chytridiomycota
OTU116	GS|100.0|MG160058|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU117	GS|100.0|FJ440917|SH1566026.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales
OTU118	GS|98.0|KY574425|SH1140576.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae
OTU119	GSL|100.0|FJ626426|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Aureobasidiaceae,g:Aureobasidium		k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Aureobasidiaceae,g:Aureobasidium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Aureobasidiaceae
OTU120	SS|1.0000|KY228805|NA;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU121	GSL|100.0|MH063609|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU122	GS|99.0|MG161967|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales
OTU123	GS|100.0|EU292449|SH1529822.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU124	GS|99.4|AM262342|SH1564440.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae
OTU125	GS|99.7|FJ196968|SH1561864.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina
OTU126	GS|100.0|HE998706|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Paraphoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Paraphoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU127	GS|99.2|JF773589|SH1541188.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Halorosellinia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Halorosellinia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae
OTU128	US|0.9875|KP889696|SH1565499.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron	k:Fungi	k:Fungi,p:Ascomycota
OTU129	GS|99.4|KP170637|SH1612873.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Morosphaeriaceae,g:Acrocalymma,s:Acrocalymma vagum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Morosphaeriaceae,g:Acrocalymma,s:Acrocalymma vagum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU130	GSL|100.0|KY979198|SH1547057.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU131	GS|100.0|MG161137|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Delicatula,s:Delicatula integrella	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Delicatula,s:Delicatula integrella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Delicatula
OTU132	GS|97.3|AB986442|SH1185529.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales
OTU133	GS|100.0|MH101376|SH1543264.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pyronema,s:Pyronema domesticum	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pyronema,s:Pyronema domesticum	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pyronema,s:Pyronema domesticum	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
OTU134	GS|99.7|AJ629392|SH1647269.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Astraeaceae,g:Astraeus,s:Astraeus morganii	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Astraeaceae,g:Astraeus,s:Astraeus morganii	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Astraeaceae,g:Astraeus,s:Astraeus morganii	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Astraeaceae
OTU135	GS|99.7|KY574373|SH1152112.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula
OTU136	GS|100.0|KT728283|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales
OTU137	GS|98.4|KT243735|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU138	GS|99.6|GQ221644|SH1522968.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU139	GS|100.0|AF269067|SH1564450.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Leohumicola
OTU140	GS|99.7|HQ667819|SH1148293.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Sebacina
OTU141	GSL|100.0|UDB036767|SH1551168.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Pleurotaceae,g:Pleurotus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Pleurotaceae,g:Pleurotus	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Pleurotaceae
OTU142	GSL|100.0|LT821462|SH1540609.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales
